stop_id,trip_id,stop_sequence,arrival_time,departure_time,boarding_duration,alighting_duration,pickup_type,drop_off_type,datetime_estimated,local_zone_id,stop_headsign,stop_time_id
StopPoint:OM11800,OM19907273-1_173161,10,10:50:00,10:50:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907273-1_173161,11,10:50:00,10:50:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907273-1_173161,12,10:51:00,10:51:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907273-1_173161,13,10:52:00,10:52:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907273-1_173161,14,10:53:00,10:53:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907273-1_173161,15,10:54:00,10:54:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907273-1_173161,16,10:55:00,10:55:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907273-1_173161,17,10:56:00,10:56:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907273-1_173161,18,10:57:00,10:57:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907273-1_173161,19,10:58:00,10:58:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907273-1_173161,20,10:59:00,10:59:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907273-1_173161,21,10:59:00,10:59:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907273-1_173161,22,11:00:00,11:00:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907273-1_173161,23,11:01:00,11:01:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907273-1_173161,24,11:02:00,11:02:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907253-1_173162,0,15:30:00,15:30:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907253-1_173162,1,15:31:00,15:31:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907253-1_173162,2,15:32:00,15:32:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907253-1_173162,3,15:33:00,15:33:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907253-1_173162,4,15:33:00,15:33:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907253-1_173162,5,15:34:00,15:34:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907253-1_173162,6,15:35:00,15:35:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907253-1_173162,7,15:36:00,15:36:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907253-1_173162,8,15:37:00,15:37:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907253-1_173162,9,15:38:00,15:38:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907253-1_173162,10,15:40:00,15:40:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907253-1_173162,11,15:40:00,15:40:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907253-1_173162,12,15:42:00,15:42:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907253-1_173162,13,15:42:00,15:42:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907253-1_173162,14,15:44:00,15:44:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907253-1_173162,15,15:45:00,15:45:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907253-1_173162,16,15:46:00,15:46:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907253-1_173162,17,15:47:00,15:47:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907253-1_173162,18,15:48:00,15:48:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907253-1_173162,19,15:49:00,15:49:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907253-1_173162,20,15:50:00,15:50:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907253-1_173162,21,15:50:00,15:50:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907253-1_173162,22,15:51:00,15:51:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907253-1_173162,23,15:52:00,15:52:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907253-1_173162,24,15:53:00,15:53:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907287-1_173163,0,18:30:00,18:30:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907287-1_173163,1,18:31:00,18:31:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907287-1_173163,2,18:32:00,18:32:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907287-1_173163,3,18:33:00,18:33:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907287-1_173163,4,18:34:00,18:34:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907287-1_173163,5,18:35:00,18:35:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907287-1_173163,6,18:36:00,18:36:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907287-1_173163,7,18:37:00,18:37:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907287-1_173163,8,18:38:00,18:38:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907287-1_173163,9,18:39:00,18:39:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907287-1_173163,10,18:41:00,18:41:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907287-1_173163,11,18:41:00,18:41:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907287-1_173163,12,18:43:00,18:43:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907287-1_173163,13,18:43:00,18:43:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907287-1_173163,14,18:45:00,18:45:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907287-1_173163,15,18:46:00,18:46:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907287-1_173163,16,18:47:00,18:47:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907287-1_173163,17,18:48:00,18:48:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907287-1_173163,18,18:49:00,18:49:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907287-1_173163,19,18:50:00,18:50:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907287-1_173163,20,18:51:00,18:51:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907287-1_173163,21,18:51:00,18:51:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907287-1_173163,22,18:52:00,18:52:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907287-1_173163,23,18:53:00,18:53:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907287-1_173163,24,18:54:00,18:54:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907313-1_173164,0,08:22:00,08:22:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907313-1_173164,1,08:22:00,08:22:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907313-1_173164,2,08:24:00,08:24:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907313-1_173164,3,08:24:00,08:24:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907313-1_173164,4,08:25:00,08:25:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907313-1_173164,5,08:26:00,08:26:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907313-1_173164,6,08:27:00,08:27:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907313-1_173164,7,08:28:00,08:28:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907313-1_173164,8,08:28:00,08:28:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907313-1_173164,9,08:30:00,08:30:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907313-1_173164,10,08:31:00,08:31:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907313-1_173164,11,08:31:00,08:31:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907313-1_173164,12,08:32:00,08:32:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907313-1_173164,13,08:32:00,08:32:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907313-1_173164,14,08:33:00,08:33:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907313-1_173164,15,08:34:00,08:34:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907313-1_173164,16,08:35:00,08:35:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907313-1_173164,17,08:36:00,08:36:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907313-1_173164,18,08:37:00,08:37:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907313-1_173164,19,08:38:00,08:38:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907313-1_173164,20,08:39:00,08:39:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907313-1_173164,21,08:39:00,08:39:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907313-1_173164,22,08:40:00,08:40:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907313-1_173164,23,08:41:00,08:41:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907313-1_173164,24,08:42:00,08:42:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907295-1_173167,0,06:30:00,06:30:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907295-1_173167,1,06:30:00,06:30:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907295-1_173167,2,06:31:00,06:31:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907295-1_173167,3,06:32:00,06:32:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907295-1_173167,4,06:33:00,06:33:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907295-1_173167,5,06:33:00,06:33:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907295-1_173167,6,06:34:00,06:34:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907295-1_173167,7,06:35:00,06:35:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907295-1_173167,8,06:36:00,06:36:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907295-1_173167,9,06:37:00,06:37:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907295-1_173167,10,06:38:00,06:38:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907295-1_173167,11,06:38:00,06:38:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907295-1_173167,12,06:38:00,06:38:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907295-1_173167,13,06:39:00,06:39:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907295-1_173167,14,06:39:00,06:39:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907295-1_173167,15,06:40:00,06:40:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907295-1_173167,16,06:41:00,06:41:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907295-1_173167,17,06:42:00,06:42:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907295-1_173167,18,06:43:00,06:43:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907295-1_173167,19,06:44:00,06:44:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907295-1_173167,20,06:45:00,06:45:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907295-1_173167,21,06:45:00,06:45:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907295-1_173167,22,06:45:00,06:45:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907295-1_173167,23,06:46:00,06:46:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907295-1_173167,24,06:47:00,06:47:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907249-1_173169,0,13:05:00,13:05:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907249-1_173169,1,13:06:00,13:06:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907249-1_173169,2,13:07:00,13:07:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907249-1_173169,3,13:08:00,13:08:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907249-1_173169,4,13:08:00,13:08:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907249-1_173169,5,13:09:00,13:09:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907249-1_173169,6,13:10:00,13:10:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907249-1_173169,7,13:11:00,13:11:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907249-1_173169,8,13:12:00,13:12:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907249-1_173169,9,13:13:00,13:13:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907249-1_173169,10,13:15:00,13:15:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907249-1_173169,11,13:15:00,13:15:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907249-1_173169,12,13:16:00,13:16:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907249-1_173169,13,13:16:00,13:16:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907249-1_173169,14,13:17:00,13:17:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907249-1_173169,15,13:18:00,13:18:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907249-1_173169,16,13:19:00,13:19:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907249-1_173169,17,13:19:00,13:19:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907249-1_173169,18,13:20:00,13:20:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907249-1_173169,19,13:21:00,13:21:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907249-1_173169,20,13:22:00,13:22:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907249-1_173169,21,13:22:00,13:22:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907249-1_173169,22,13:23:00,13:23:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907249-1_173169,23,13:24:00,13:24:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907249-1_173169,24,13:25:00,13:25:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907243-1_173170,0,10:00:00,10:00:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907243-1_173170,1,10:01:00,10:01:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907243-1_173170,2,10:02:00,10:02:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907243-1_173170,3,10:03:00,10:03:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907243-1_173170,4,10:03:00,10:03:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907243-1_173170,5,10:04:00,10:04:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907243-1_173170,6,10:05:00,10:05:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907243-1_173170,7,10:06:00,10:06:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907243-1_173170,8,10:07:00,10:07:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907243-1_173170,9,10:08:00,10:08:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907243-1_173170,10,10:10:00,10:10:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907243-1_173170,11,10:10:00,10:10:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907243-1_173170,12,10:11:00,10:11:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907243-1_173170,13,10:12:00,10:12:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907243-1_173170,14,10:13:00,10:13:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907243-1_173170,15,10:14:00,10:14:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907243-1_173170,16,10:15:00,10:15:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907243-1_173170,17,10:16:00,10:16:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907243-1_173170,18,10:17:00,10:17:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907243-1_173170,19,10:18:00,10:18:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907243-1_173170,20,10:19:00,10:19:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907243-1_173170,21,10:19:00,10:19:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907243-1_173170,22,10:20:00,10:20:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907243-1_173170,23,10:21:00,10:21:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907243-1_173170,24,10:22:00,10:22:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907317-1_173171,0,09:20:00,09:20:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907317-1_173171,1,09:21:00,09:21:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907317-1_173171,2,09:22:00,09:22:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907317-1_173171,3,09:23:00,09:23:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907317-1_173171,4,09:23:00,09:23:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907317-1_173171,5,09:24:00,09:24:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907317-1_173171,6,09:25:00,09:25:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907317-1_173171,7,09:26:00,09:26:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907317-1_173171,8,09:27:00,09:27:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907317-1_173171,9,09:28:00,09:28:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907317-1_173171,10,09:30:00,09:30:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907317-1_173171,11,09:30:00,09:30:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907317-1_173171,12,09:31:00,09:31:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907317-1_173171,13,09:32:00,09:32:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907317-1_173171,14,09:33:00,09:33:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907317-1_173171,15,09:34:00,09:34:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907317-1_173171,16,09:35:00,09:35:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907317-1_173171,17,09:36:00,09:36:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907317-1_173171,18,09:37:00,09:37:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907317-1_173171,19,09:38:00,09:38:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907317-1_173171,20,09:39:00,09:39:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907317-1_173171,21,09:39:00,09:39:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907317-1_173171,22,09:40:00,09:40:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907317-1_173171,23,09:41:00,09:41:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907317-1_173171,24,09:42:00,09:42:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907311-1_173172,0,07:20:00,07:20:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907311-1_173172,1,07:20:00,07:20:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907311-1_173172,2,07:21:00,07:21:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907311-1_173172,3,07:22:00,07:22:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907311-1_173172,4,07:23:00,07:23:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907311-1_173172,5,07:23:00,07:23:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907311-1_173172,6,07:24:00,07:24:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907311-1_173172,7,07:25:00,07:25:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907311-1_173172,8,07:26:00,07:26:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907311-1_173172,9,07:27:00,07:27:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907311-1_173172,10,07:28:00,07:28:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907311-1_173172,11,07:28:00,07:28:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907311-1_173172,12,07:28:00,07:28:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907311-1_173172,13,07:29:00,07:29:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907311-1_173172,14,07:29:00,07:29:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907311-1_173172,15,07:30:00,07:30:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907311-1_173172,16,07:31:00,07:31:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907311-1_173172,17,07:32:00,07:32:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907311-1_173172,18,07:33:00,07:33:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907311-1_173172,19,07:34:00,07:34:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907311-1_173172,20,07:35:00,07:35:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907311-1_173172,21,07:35:00,07:35:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907311-1_173172,22,07:35:00,07:35:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907311-1_173172,23,07:36:00,07:36:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907311-1_173172,24,07:37:00,07:37:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907303-1_173177,0,17:42:00,17:42:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907303-1_173177,1,17:43:00,17:43:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907303-1_173177,2,17:45:00,17:45:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907303-1_173177,3,17:46:00,17:46:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907303-1_173177,4,17:47:00,17:47:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907303-1_173177,5,17:48:00,17:48:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907303-1_173177,6,17:49:00,17:49:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907303-1_173177,7,17:50:00,17:50:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907303-1_173177,8,17:52:00,17:52:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907303-1_173177,9,17:53:00,17:53:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907303-1_173177,10,17:55:00,17:55:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907303-1_173177,11,17:55:00,17:55:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907303-1_173177,12,17:57:00,17:57:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907303-1_173177,13,17:57:00,17:57:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907303-1_173177,14,17:59:00,17:59:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907303-1_173177,15,18:00:00,18:00:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907303-1_173177,16,18:01:00,18:01:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907303-1_173177,17,18:03:00,18:03:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907303-1_173177,18,18:04:00,18:04:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907303-1_173177,19,18:05:00,18:05:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907303-1_173177,20,18:06:00,18:06:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907303-1_173177,21,18:06:00,18:06:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907303-1_173177,22,18:07:00,18:07:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907303-1_173177,23,18:08:00,18:08:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907303-1_173177,24,18:09:00,18:09:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907259-1_173178,0,19:00:00,19:00:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907259-1_173178,1,19:01:00,19:01:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907259-1_173178,2,19:02:00,19:02:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907259-1_173178,3,19:03:00,19:03:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907259-1_173178,4,19:03:00,19:03:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907259-1_173178,5,19:04:00,19:04:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907259-1_173178,6,19:05:00,19:05:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907259-1_173178,7,19:06:00,19:06:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907259-1_173178,8,19:07:00,19:07:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907259-1_173178,9,19:08:00,19:08:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907259-1_173178,10,19:10:00,19:10:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907259-1_173178,11,19:10:00,19:10:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907259-1_173178,12,19:12:00,19:12:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907259-1_173178,13,19:12:00,19:12:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907259-1_173178,14,19:14:00,19:14:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907259-1_173178,15,19:15:00,19:15:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907259-1_173178,16,19:16:00,19:16:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907259-1_173178,17,19:17:00,19:17:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907259-1_173178,18,19:18:00,19:18:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19907259-1_173178,19,19:19:00,19:19:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19907259-1_173178,20,19:20:00,19:20:00,0,0,0,0,0,,,
StopPoint:OM11830,OM19907259-1_173178,21,19:20:00,19:20:00,0,0,0,0,0,,,
StopPoint:OM11831,OM19907259-1_173178,22,19:21:00,19:21:00,0,0,0,0,0,,,
StopPoint:OM11832,OM19907259-1_173178,23,19:22:00,19:22:00,0,0,0,0,0,,,
StopPoint:OM11833,OM19907259-1_173178,24,19:23:00,19:23:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19907301-1_173180,0,16:33:00,16:33:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19907301-1_173180,1,16:34:00,16:34:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19907301-1_173180,2,16:36:00,16:36:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19907301-1_173180,3,16:37:00,16:37:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19907301-1_173180,4,16:38:00,16:38:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19907301-1_173180,5,16:39:00,16:39:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19907301-1_173180,6,16:40:00,16:40:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19907301-1_173180,7,16:41:00,16:41:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19907301-1_173180,8,16:43:00,16:43:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19907301-1_173180,9,16:44:00,16:44:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19907301-1_173180,10,16:46:00,16:46:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19907301-1_173180,11,16:46:00,16:46:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19907301-1_173180,12,16:48:00,16:48:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19907301-1_173180,13,16:48:00,16:48:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19907301-1_173180,14,16:50:00,16:50:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19907301-1_173180,15,16:51:00,16:51:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19907301-1_173180,16,16:52:00,16:52:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19907301-1_173180,17,16:54:00,16:54:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19907301-1_173180,18,16:55:00,16:55:00,0,0,0,0,0,,,
