cod_typ_poi;lib_typ_poi;idt_poi;lib_poi;cmt_poi;adr;cod_pst;lib_cmn;coo_x_wgs84;coo_y_wgs84
DEP;Point service;50743;Tabac;PRESSE;"1 Avenue Commandant L Herminier";69100;Villeurbanne;4,885618045363;45,770742011386
DEP;Point service;50744;Tabac;PRESSE;"14 Boulevard Emile Zola";69600;Oullins;4,804536015394;45,719662988745
DEP;Point service;50745;Tabac;LE FLASH;"12 Rue Greuze";69100;Villeurbanne;4,89362300238;45,773238956437
DEP;Point service;50746;Tabac;RELAIS ROUTE DE LYON;"10 Place De La Porte De Lyon";69570;Dardilly;4,760200064291;45,821503043705
DEP;Point service;50747;Multiservices;AUCHAN PORTE DE LYON;"23 Porte De Lyon";69570;Dardilly;4,759486985439;45,820776009742
DEP;Point service;50748;Tabac;PRESSE DE ROULE;"10 Rue De Navarre";69350;La Mulatiere;4,811386994921;45,728642005302
DEP;Point service;50749;Tabac;PRESSE;"94 Rue Garibaldi";69006;Lyon 6eme;4,849814024585;45,767663023309
DEP;Point service;50751;Tabac;PRESSE;"72 Rue Marcel Bramet";69500;Bron;4,920383941724;45,743200992081
DEP;Point service;50757;Papeterie;LE KIOSQUE;"Place Le Viste";69002;Lyon 2eme;4,834617953847;45,758054988215
DEP;Point service;50758;Tabac;LE NEWS BAR;"172 Grande Rue Rue";69600;Oullins;4,804436947294;45,713093031091
DEP;Point service;50761;Tabac;LE 7/7;"159 Rue Challemel Lacour";69008;Lyon 8eme;4,853444979023;45,729816038692
DEP;Point service;50762;Tabac;LE TOLSTOI;"121 Cours Tolstoi";69100;Villeurbanne;4,883537039168;45,761384982831
DEP;Point service;50765;Tabac;PRESSE;"7 Place Gabriel Peri";69007;Lyon 7eme;4,842577531309;45,75476146633
DEP;Point service;50766;Tabac;SNC DE LA SOIE;"37 Rue De La Soie";69100;Villeurbanne;4,918191512953;45,761630969633
DEP;Point service;50767;Tabac;LE BALTO;"8 Avenue Gabriel Peri";69190;Saint-Fons;4,855137336388;45,708005989984
GAB;Guichet automatique bancaire;1521;CCM SAINT PRIEST;4;"8 Rue Colette";69800;Saint-Priest;4,939818719869;45,691503060527
GAB;Guichet automatique bancaire;1522;CCM MIONS;5;"1 Rue Du 19 Mars 1962";69780;Mions;4,958046190845;45,665397339202
GAB;Guichet automatique bancaire;1523;CCM LA TOUR DE SALVAGNY;104;"6 Avenue De L Hippodrome";69890;La Tour De Salvagny;4,719462593943;45,816134907913
GAB;Guichet automatique bancaire;1524;CCM BRON;7;"140 Avenue Franklin Roosevelt";69500;Bron;4,908256708265;45,733841515083
GAB;Guichet automatique bancaire;1525;CCM NEUVILLE SUR SAONE;8;"12 Quai Pasteur";69250;Neuville-Sur-Saone;4,839070953893;45,875514729005
GAB;Guichet automatique bancaire;1526;SPAR ST GERMAIN AU MONT D OR;9;"1 Place Du 11 Novembre 1918";69650;St Germain Au Mont D'Or;4,803193919491;45,883595532797
GAB;Guichet automatique bancaire;1527;CCM LYON BELLECOUR;113;"15 Place Bellecour";69002;Lyon 2eme;4,834370898922;45,757748501637
GAB;Guichet automatique bancaire;1528;CCM LYON ST JEAN;10;"1 Place Du Change";69005;Lyon 5eme;4,828695747256;45,764422370552
GAB;Guichet automatique bancaire;1529;CCM LYON JEAN MACE;93;"79 Avenue Jean Jaures";69007;Lyon 7eme;4,843303210742;45,747027582917
GAB;Guichet automatique bancaire;1531;CCM SAINT FONS;121;"85 Avenue Jean Jaures";69190;Saint-Fons;4,855608390683;45,709372064555
GAB;Guichet automatique bancaire;1532;CCM VENISSIEUX;14;"12 Rue Gambetta";69200;Venissieux;4,88353143699;45,698511161943
GAB;Guichet automatique bancaire;1533;CCM PIERRE BENITE;15;"18 Place Jean Jaures";69310;Pierre-Benite;4,82329312113;45,703584249108
GAB;Guichet automatique bancaire;1534;CCM LYON OUEST VAISE;16;"22 Rue Sergent Michel Berthet";69009;Lyon 9eme;4,805659840373;45,772165380875
GAB;Guichet automatique bancaire;1535;CM LYON BERTHET;102;"44 Rue Sergent Michel Berthet";69009;Lyon 9eme;4,805801897315;45,773212332307
GAB;Guichet automatique bancaire;1536;CCM LYON OUEST VAISE.;18;"2 Rue Du 24 Mars 1852";69009;Lyon 9eme;4,805947961408;45,78073121005
GAB;Guichet automatique bancaire;1537;CCM TASSIN LA DEMI LUNE;20;"52 Avenue De La Republique";69160;Tassin-La-Demi-Lune;4,779505262555;45,764067251272
GAB;Guichet automatique bancaire;1538;CCM VILLEURBANNE GRATTE CIEL;19;"1 Avenue Aristide Briand";69100;Villeurbanne;4,879607829792;45,76693213909
GAB;Guichet automatique bancaire;1539;CM OULLINS;21;"121 Rue Grande Rue";69600;Oullins;4,821658051299;45,710098236665
GAB;Guichet automatique bancaire;1540;CCM LYON CROIX ROUSSE J AMBRE;112;"1 Place Joannes Ambre";69004;Lyon 4eme;4,833489069364;45,78123707614
GAB;Guichet automatique bancaire;1541;CCM LYON REPUBLIQUE;23;"12 Rue De La Republique";69002;Lyon 2eme;4,834789924634;45,758316428536
GAB;Guichet automatique bancaire;1542;CCM LYON BROTTEAUX MASSENA;107;"36 Cours Vitton";69006;Lyon 6eme;4,854150559259;45,769632230563
GAB;Guichet automatique bancaire;1543;CCM VILLEURBANNE GRANDCLEMENT;25;"33 Place Jules Grandclement";69100;Villeurbanne;4,8877361073;45,758887260791
GAB;Guichet automatique bancaire;1544;CCM STE FOY LES LYON;26;"10 Place Xavier Ricard";69110;Sainte-Foy-Les-Lyon;4,806710688114;45,736643867456
GAB;Guichet automatique bancaire;1545;CCM LYON PART DIEU LAFAYETTE;1;"154 Cours Lafayette";69003;Lyon 3eme;4,855806850585;45,763716319592
GAB;Guichet automatique bancaire;1546;CCM CALUIRE JEAN MOULIN;27;"5 Montee Castellane";69300;Caluire-Et-Cuire;4,846800274553;45,79920677174
GAB;Guichet automatique bancaire;1547;CCM LYON SAXE PREFECTURE;28;"91 Avenue Marechal De Saxe";69003;Lyon 3eme;4,846010333701;45,760429408028
GAB;Guichet automatique bancaire;1548;CCM CRAPONNE;29;"117 Avenue Pierre Dumond";69290;Craponne;4,721483265795;45,747399961869
GAB;Guichet automatique bancaire;1549;CCM MEYZIEU;131;"66 Rue De La Republique";69330;Meyzieu;5,003376787031;45,76678468629
GAB;Guichet automatique bancaire;1550;CCM LYON LE POINT DU JOUR;31;"4 Rue Des Aqueducs";69005;Lyon 5eme;4,796862048385;45,75671560211
GAB;Guichet automatique bancaire;1551;CM LYON FRERES LUMIERE;32;"4 Place Ambroise Courtois";69008;Lyon 8eme;4,872122360348;45,744876470042
GAB;Guichet automatique bancaire;1552;CCM LYON DUQUESNE;33;"18 Rue Duquesne";69006;Lyon 6eme;4,844895404918;45,77263918459
GAB;Guichet automatique bancaire;1553;CCM VILLEURBANNE CHARPENNES;111;"3 Cours Emile Zola";69100;Villeurbanne;4,862884091449;45,770520134138
GAB;Guichet automatique bancaire;1554;CM LYON MONTCHAT;35;"70 Cours Docteur Long";69003;Lyon 3eme;4,886325867562;45,750041368496
GAB;Guichet automatique bancaire;1555;CCM ECULLY;36;"4 Rue Benoit Tabard";69130;Ecully;4,777429727547;45,773811464818
GAB;Guichet automatique bancaire;1556;CCM LYON MOULIN A VENT;37;"238 Route De Vienne";69008;Lyon 8eme;4,854028538566;45,729937788218
GAB;Guichet automatique bancaire;1557;CCM VILLEURBANNE TOTEM;38;"52 Cours Tolstoi";69100;Villeurbanne;4,875155543179;45,76368318754
GAB;Guichet automatique bancaire;1558;CCM DECINES CHARPIEU;39;"112 Avenue Jean Jaures";69150;Decines-Charpieu;4,947018823944;45,769330155167
GAB;Guichet automatique bancaire;1559;CCM LYON MARECHAL LYAUTEY;40;"18 Place Marechal Lyautey";69006;Lyon 6eme;4,842108214167;45,767775268315
GAB;Guichet automatique bancaire;1560;CCM LYON GAMBETTA;100;"52 Cours Gambetta";69007;Lyon 7eme;4,846801618067;45,753995785353
GAB;Guichet automatique bancaire;1561;CCM LYON ROUGET DE LISLE;41;"34 Avenue Lacassagne";69003;Lyon 3eme;4,867409171245;45,754301392301
GAB;Guichet automatique bancaire;1562;CCM CHARBONNIERES LES BAINS;119;"1 Square De Verdun";69260;Charbonnieres-Les-Bains;4,736425096731;45,782558397868
GAB;Guichet automatique bancaire;1563;CCM FRANCHEVILLE;108;"36 Rue Grande ";69340;Francheville;4,772347249908;45,739100930489
GAB;Guichet automatique bancaire;1564;CCM CHAMPAGNE AU MONT D OR;43;"46 Avenue De Lanessan";69410;Champagne-Au-Mont-D'Or;4,792733548728;45,795315085988
GAB;Guichet automatique bancaire;1565;CCM VILLEURBANNE CROIX LUIZET;44;"111 Avenue Roger Salengro";69100;Villeurbanne;4,87917689008;45,778337967736
GAB;Guichet automatique bancaire;1566;CCM LYON GERLAND;45;"58 Avenue Debourg";69007;Lyon 7eme;4,829659572733;45,731538819009
GAB;Guichet automatique bancaire;1567;CCM LYON ETATS UNIS;46;"77 Boulevard Des Etats Unis";69008;Lyon 8eme;4,865681952532;45,732549700819
GAB;Guichet automatique bancaire;1568;CCM ST GENIS LAVAL;48;"144 Avenue Georges Clemenceau";69230;Saint-Genis-Laval;4,794677813155;45,697193463403
GAB;Guichet automatique bancaire;1569;CCM RILLIEUX LA PAPE;50;"3006 Route De Strasbourg";69140;Rillieux-La-Pape;4,896972833347;45,820668318024
GAB;Guichet automatique bancaire;1570;CCM LYON PERRACHE;51;"5 Cours Charlemagne";69002;Lyon 2eme;4,824773415177;45,746830631276
GAB;Guichet automatique bancaire;1571;CCM CHASSIEU;52;"5 Avenue Du Progres";69680;Chassieu;4,969214226051;45,73769326396
GAB;Guichet automatique bancaire;1572;CME LYON JEAN JAURES;118;"179 Avenue Jean Jaures";69007;Lyon 7eme;4,837836846242;45,737862764875
GAB;Guichet automatique bancaire;1573;CME VILLEURBANNE;137;"18 Cours Emile Zola";69100;Villeurbanne;4,864428223384;45,770646151631
GAB;Guichet automatique bancaire;1574;CMPS LYON;54;"31 Rue Garibaldi";69006;Lyon 6eme;4,850171676813;45,771729192038
GAB;Guichet automatique bancaire;1575;CIC IBB LYON;109;"6 Avenue Jean Jaures";69007;Lyon 7eme;4,847147356216;45,753589477746
GAB;Guichet automatique bancaire;1576;CIC IBERBANCO VILLEURBANNE;56;"52 Cours Emile Zola";69100;Villeurbanne;4,874354614398;45,770614095223
GAB;Guichet automatique bancaire;1577;CICLB LYON REPUBLIQUE 2;2;"8 Rue De La Republique";69001;Lyon 1er;4,836312907205;45,765981122224
GAB;Guichet automatique bancaire;1578;CIC LYON BELLECOUR BOUTIQUES;57;"26 Place Bellecour";69002;Lyon 2eme;4,8314397704;45,756940461923
GAB;Guichet automatique bancaire;1579;CIC CHAMPAGNE AU MONT D'OR 1;58;"1 Rue Louis Juttet";69410;Champagne-Au-Mont-D'Or;4,792546413572;45,794450117381
GAB;Guichet automatique bancaire;1580;CICLB VILLEURBANNE TOTEM 1;59;"1 Place Albert Thomas";69100;Villeurbanne;4,87444050994;45,763809257615
GAB;Guichet automatique bancaire;1581;CICLB LYON FOCH 2;60;"21 Cours Franklin Roosevelt";69006;Lyon 6eme;4,846193455332;45,769114261514
GAB;Guichet automatique bancaire;1582;CIC LYON GUILLOTIERE 3;61;"80 Cours De La Liberte";69003;Lyon 3eme;4,84325028213;45,755853423854
GAB;Guichet automatique bancaire;1583;CICLB LYON JEAN-MACE 2;134;"1 Place Jean Mace";69007;Lyon 7eme;4,84205508845;45,74548058806
GAB;Guichet automatique bancaire;1584;CIC RILLIEUX VILLAGE;63;"60 Place De Verdun";69140;Rillieux-La-Pape;4,897078932829;45,820754296305
GAB;Guichet automatique bancaire;1585;CIC VENISSIEUX;64;"12 Rue Paul Bert";69200;Venissieux;4,885771535789;45,700327599177
GAB;Guichet automatique bancaire;1586;CIC OULLINS;65;"71 Rue Grande Rue";69600;Oullins;4,80991166001;45,717072106179
GAB;Guichet automatique bancaire;1587;CIC DECINES CHARPIEU;66;"218 Avenue Jean Jaures";69150;Decines-Charpieu;4,957540945274;45,770593840496
GAB;Guichet automatique bancaire;1588;CICLB LYON CROIX ROUSSE N°1;67;"2 Place De La Croix Rousse";69004;Lyon 4eme;4,832197950012;45,775278223797
GAB;Guichet automatique bancaire;1589;CIC LYON CONFLUENCE;68;"56 Cours Charlemagne";69002;Lyon 2eme;4,822932345701;45,744861730183
GAB;Guichet automatique bancaire;1590;CICLB CORBAS VILLAGE 1;106;"68 Rue Centrale";69960;Corbas;4,89895194378;45,67252947203
GAB;Guichet automatique bancaire;1591;CIC VILLEURBANNE GRATTE CIEL;69;"22 Rue Michel Servet";69100;Villeurbanne;4,879085722309;45,768071748961
GAB;Guichet automatique bancaire;1592;CICLB LYON PARC;70;"27 Boulevard Des Brotteaux";69006;Lyon 6eme;4,857282823013;45,766743288874
GAB;Guichet automatique bancaire;1593;CIC LYON LAFAYETTE N°1;71;"28 Cours Lafayette";69003;Lyon 3eme;4,845448330265;45,763127320283
GAB;Guichet automatique bancaire;1594;CICLB CALUIRE 2;72;"52 Rue Jean Moulin";69300;Caluire-Et-Cuire;4,84654165729;45,798928827132
GAB;Guichet automatique bancaire;1595;CICLB PART DIEU VILLETTE 1;73;"206 Rue Paul Bert";69003;Lyon 3eme;4,863014098587;45,757143361234
GAB;Guichet automatique bancaire;1596;CICLB CIVRIEUX D AZERGUES 1;110;"1 Place Des Arcades";69380;Civrieux D'Azergues;4,701424199163;45,855329545133
GAB;Guichet automatique bancaire;1597;CICLB CRAPONNE;75;"46 Place Andree Marie Perrin";69290;Craponne;4,723940399818;45,74636097361
GAB;Guichet automatique bancaire;1598;CICLB LYON VAISE;76;"2 Rue Grande De Vaise";69009;Lyon 9eme;4,80670490874;45,774920337704
GAB;Guichet automatique bancaire;1599;CICLB TASSIN DEMI LUNE;77;"129 Avenue Charles De Gaulle";69160;Tassin-La-Demi-Lune;4,778921654948;45,761509607497
GAB;Guichet automatique bancaire;1600;CIC LYON MONTCHAT;78;"61 Cours Docteur Long";69003;Lyon 3eme;4,885622898036;45,749832387385
GAB;Guichet automatique bancaire;1601;CICLB LYON MONPLAISIR 2;116;"102 Avenue Des Freres Lumiere";69008;Lyon 8eme;4,870257275153;45,744256534265
GAB;Guichet automatique bancaire;1602;CICLB LYON BACHUT 1;79;"1 Avenue Paul Santy";69008;Lyon 8eme;4,870789259216;45,735362622758
GAB;Guichet automatique bancaire;1603;CICLB CHASSIEU 1;99;"38 Avenue Des Freres Montgolfier";69680;Chassieu;4,973588264389;45,724736470259
GAB;Guichet automatique bancaire;1604;CICLB BRON 1;81;"185 Avenue Franklin Roosevelt";69500;Bron;4,913296884468;45,732248578816
GAB;Guichet automatique bancaire;1605;CIC SAINT PRIEST;97;"3 Avenue De La Gare";69800;Saint-Priest;4,937106592959;45,689878020861
GAB;Guichet automatique bancaire;1606;CICLB NEUVILLE SUR SAONE;83;"23 Rue Victor Hugo";69250;Neuville-Sur-Saone;4,840906033511;45,877141677513
GAB;Guichet automatique bancaire;1607;CICLB GIVORS;84;"6 Place Jean Jaures";69700;Givors;4,775027286344;45,582349301121
GAB;Guichet automatique bancaire;1608;CICLB LYON POINT DU JOUR 1;85;"4 Rue Joliot Curie";69005;Lyon 5eme;4,7918951256;45,757223618722
GAB;Guichet automatique bancaire;1609;CIC LYON GERLAND;86;"32 Rue Jacques Monod";69007;Lyon 7eme;4,830197576193;45,730604873991
GAB;Guichet automatique bancaire;1610;CICLB ECULLY;87;"8 Place Charles De Gaulle";69130;Ecully;4,778520755642;45,77472142827
GAB;Guichet automatique bancaire;1611;CICLB MEYZIEU;120;"100 Rue De La Republique";69330;Meyzieu;5,010145667064;45,765104021387
GAB;Guichet automatique bancaire;1612;CIC VAULX EN VELIN 1;88;"94 Rue De La Republique";69120;Vaulx-En-Velin;4,928868858264;45,785666714448
GAB;Guichet automatique bancaire;1613;CIC;132;"28 Avenue De L Europe";69140;Rillieux-La-Pape;4,895334809101;45,814665409402
GAB;Guichet automatique bancaire;1614;LYON ESPACE 75 N°1;89;"75 Rue De La Republique";69002;Lyon 2eme;4,834949950553;45,758589475997
GAB;Guichet automatique bancaire;1615;CICLB LYON PLACE ST LOUIS;135;"13 Rue De La Madeleine";69007;Lyon 7eme;4,848150343663;45,748838581075
GAB;Guichet automatique bancaire;1616; CICLB LYON ST JEAN 1;90;"66 Rue Saint Jean";69005;Lyon 5eme;4,827547637921;45,761499405162
GAB;Guichet automatique bancaire;1617;CICLB ST GENIS 2;91;"1 Rue Les Basses Barolle";42260;St Germain Laval;4,79290266606;45,679268794983
GAB;Guichet automatique bancaire;1618;CICLB UNIVERSITE LYON II - BRON;117;"5 Avenue Pierre Mendes France";69500;Bron;4,915378895104;45,722997710752
GAB;Guichet automatique bancaire;1619;CCM SAINT BONNET DE MURE;47;"1 Montee Du Chateau";69720;Saint Laurent De Mure;5,02989533388;45,692735684794
GAB;Guichet automatique bancaire;1620;ccm brignais;49;"134 Rue Du Général De Gaulle";69530;Brignais;4,753997071229;45,673092006215
GAB;Guichet automatique bancaire;1621;CICLB BRIGNAIS;80;"169 Rue Du Général De Gaulle";69530;Brignais;4,753790003539;45,671761017103
GAB;Guichet automatique bancaire;1726;Crédit Mutuel Croix rousse;94;"143 Boulevard De La Croix Rousse";69004;Lyon 4eme;4,828557785395;45,774566220882
GAB;Guichet automatique bancaire;1781;CIC LYON PART DIEU CC METRO 1;122;"17 Rue Docteur Bouchut";69003;Lyon 3eme;4,856799914404;45,761733636377
GAB;Guichet automatique bancaire;1782;CIC Lyon La BUIRE;123;"96 Avenue Felix Faure";69003;Lyon 3eme;4,858290096237;45,753562980071
RIS;Relais Infos Services;21849;Relais Info Service TCL Gare de vaise;;"Rue Du 24 Mars 1852";69009;Lyon 9eme;4,804761291116;45,780916342192
RIS;Relais Infos Services;21850;Relais Info Service TCL Part Dieu Villette;;"30 Rue De La Villette";69003;Lyon 3eme;4,861807895094;45,760485330888
RIS;Relais Infos Services;21853;Relais Info Service TCL Part Dieu vivier merle;;"11 Boulevard Marius Vivier Merle";69003;Lyon 3eme;4,857651478519;45,761592371764
