stop_id,stop_name,visible,fare_zone_id,stop_lon,stop_lat,location_type,parent_station,stop_timezone,geometry_id,equipment_id
StopPoint:OM14065,Langevin Plank,1,,5.433107,43.341506,0,StopArea:CTP-OM14112,,,
StopPoint:OM13661,Keynes Langevin,1,,5.432446,43.342929,0,StopArea:CTP-OM14112,,,
StopPoint:OM14066,Joliot Curie,1,,5.434876,43.343205,0,StopArea:CTP-OM14112,,,
StopPoint:OM14047,Technopole Polytech Marseille,1,,5.436273,43.344549,0,StopArea:CTP-OM14112,,,
StopPoint:OM14067,Néel,1,,5.437247,43.344458,0,StopArea:CTP-OM14112,,,
StopPoint:OM14070,Leprince Ringuet,1,,5.441545,43.344129,0,StopArea:CTP-OM14112,,,
StopPoint:OM14071,Miege,1,,5.444489,43.343826,0,StopArea:CTP-OM14112,,,
StopPoint:OM12841,Collège Malraux,1,,5.44633,43.342766,0,StopArea:CTP-OM14112,,,
StopPoint:OM14072,Copernic,1,,5.449087,43.342273,0,StopArea:CTP-OM14112,,,
StopPoint:OM14073,Champollion,1,,5.449612,43.339686,0,StopArea:CTP-OM14112,,,
StopPoint:OM13642,De Roux Crémieux,1,,5.448717,43.338174,0,StopArea:CTP-OM14112,,,
StopPoint:OM13643,De Roux Garlaban,1,,5.446495,43.337636,0,StopArea:CTP-OM14112,,,
StopPoint:OM13633,Plateau de la Croix Rouge,1,,5.444383,43.337085,0,StopArea:CTP-OM14112,,,
StopPoint:OM13644,De Roux Garlaban,1,,5.446605,43.337615,0,StopArea:CTP-OM14112,,,
StopPoint:OM13645,De Roux Crémieux,1,,5.448715,43.338129,0,StopArea:CTP-OM14112,,,
StopPoint:OM14074,Champollion,1,,5.45001,43.339802,0,StopArea:CTP-OM14112,,,
StopPoint:OM12824,Copernic,1,,5.448636,43.342808,0,StopArea:CTP-OM14112,,,
StopPoint:OM14076,Collège Malraux,1,,5.446064,43.342864,0,StopArea:CTP-OM14112,,,
StopPoint:OM14077,Miege,1,,5.444506,43.343898,0,StopArea:CTP-OM14112,,,
StopPoint:OM14078,Leprince Ringuet,1,,5.441541,43.344209,0,StopArea:CTP-OM14112,,,
StopPoint:OM14079,Néel,1,,5.437285,43.344574,0,StopArea:CTP-OM14112,,,
StopPoint:OM14050,Technopole Polytech Marseille,1,,5.436314,43.34462,0,StopArea:CTP-OM14112,,,
StopPoint:OM14080,Joliot Curie,1,,5.434814,43.343449,0,StopArea:CTP-OM14112,,,
StopPoint:OM13654,Keynes Langevin,1,,5.432318,43.343148,0,StopArea:CTP-OM14112,,,
StopPoint:OM14081,Langevin Plank,1,,5.433107,43.34161,0,StopArea:CTP-OM14112,,,
StopPoint:OM12580,Langevin Consolation,1,,5.432621,43.339367,0,StopArea:CTP-OM14112,,,
StopPoint:OM14108,Hôpital Nord,1,,5.36391,43.377058,0,StopArea:CTP-OM14112,,,
StopPoint:OM1563,Bourrely Dramard,1,,5.358466,43.377858,0,StopArea:CTP-OM14112,,,
StopPoint:OM1564,Hôpital Edouard Toulouse,1,,5.358347,43.381207,0,StopArea:CTP-OM14112,,,
StopPoint:OM12957,Notre-Dame Limite,1,,5.358747,43.3846,0,StopArea:CTP-OM14112,,,
StopPoint:OM13016,Notre-Dame Fasano,1,,5.361692,43.389052,0,StopArea:CTP-OM14112,,,
StopPoint:OM13017,La Rougière,1,,5.363398,43.391164,0,StopArea:CTP-OM14112,,,
StopPoint:OM13720,Les Mazets,1,,5.364498,43.391916,0,StopArea:CTP-OM14112,,,
StopPoint:OM13019,Commissariat,1,,5.367332,43.39234,0,StopArea:CTP-OM14112,,,
StopPoint:OM12965,Vallon de la Rougière,1,,5.374733,43.391031,0,StopArea:CTP-OM14112,,,
StopPoint:OM13048,Pinède Rougière,1,,5.377335,43.389105,0,StopArea:CTP-OM14112,,,
StopPoint:OM13049,Haut de la Rougière,1,,5.376578,43.386698,0,StopArea:CTP-OM14112,,,
StopPoint:OM13050,Pinède Rougière,1,,5.377569,43.38903,0,StopArea:CTP-OM14112,,,
StopPoint:OM13052,Vallon de la Rougière,1,,5.374885,43.391144,0,StopArea:CTP-OM14112,,,
StopPoint:OM14283,Commissariat,1,,5.367496,43.392407,0,StopArea:CTP-OM14112,,,
StopPoint:OM13051,Les Mazets,1,,5.366956,43.392382,0,StopArea:CTP-OM14112,,,
StopPoint:OM13018,Septèmes Sud,1,,5.365508,43.396181,0,StopArea:CTP-OM14112,,,
StopPoint:OM13200,Septèmes Centre,1,,5.366927,43.398682,0,StopArea:CTP-OM14112,,,
StopPoint:OM14267,Septèmes Nord,1,,5.369608,43.400864,0,StopArea:CTP-OM14112,,,
StopPoint:OM12955,Les Collines,1,,5.369765,43.404605,0,StopArea:CTP-OM14112,,,
StopPoint:OM13197,Les Collines Centre,1,,5.369635,43.405602,0,StopArea:CTP-OM14112,,,
StopPoint:OM14284,Les Collines Genets,1,,5.367106,43.404856,0,StopArea:CTP-OM14112,,,
StopPoint:OM13198,Les Collines Cimetière,1,,5.369433,43.404343,0,StopArea:CTP-OM14112,,,
StopPoint:OM14324,Mediatheque,1,,5.369404,43.401203,0,StopArea:CTP-OM14112,,,
StopPoint:OM12983,Septème Gare,1,,5.369592,43.40145,0,StopArea:CTP-OM14112,,,
StopPoint:OM12984,Collège Ferrandi,1,,5.370958,43.407481,0,StopArea:CTP-OM14112,,,
StopPoint:OM12959,Les Peyrets Fabregoules,1,,5.372445,43.410424,0,StopArea:CTP-OM14112,,,
StopPoint:OM14147,Mandela Creche,1,,5.370812,43.410318,0,StopArea:CTP-OM14112,,,
StopPoint:OM12985,Mandela l'Arlesienne,1,,5.36888,43.409837,0,StopArea:CTP-OM14112,,,
StopPoint:OM14268,Mandela École,1,,5.366787,43.408624,0,StopArea:CTP-OM14112,,,
StopPoint:OM12981,La Grande Vigne,1,,5.364004,43.405389,0,StopArea:CTP-OM14112,,,
StopPoint:OM12982,Polysport Grand Pavois,1,,5.363912,43.403377,0,StopArea:CTP-OM14112,,,
StopPoint:OM13153,Lou Galoubet,1,,5.365638,43.400137,0,StopArea:CTP-OM14112,,,
StopPoint:OM12951,Les Genets,1,,5.371927,43.405156,0,StopArea:CTP-OM14112,,,
StopPoint:OM13006,Polysport Grand Pavois,1,,5.364149,43.403329,0,StopArea:CTP-OM14112,,,
StopPoint:OM13007,La Grande Vigne,1,,5.364296,43.405309,0,StopArea:CTP-OM14112,,,
StopPoint:OM12986,Place Barbusse,1,,5.363113,43.407018,0,StopArea:CTP-OM14112,,,
StopPoint:OM12987,Grand Pavois,1,,5.358899,43.403971,0,StopArea:CTP-OM14112,,,
StopPoint:OM12988,ZA de la Haute Bedoule,1,,5.356412,43.403213,0,StopArea:CTP-OM14112,,,
StopPoint:OM12989,École Castors Isabella,1,,5.353716,43.402614,0,StopArea:CTP-OM14112,,,
StopPoint:OM14269,Castors Isabella Sud,1,,5.351284,43.403744,0,StopArea:CTP-OM14112,,,
StopPoint:OM14270,Castors Isabella,1,,5.348462,43.405666,0,StopArea:CTP-OM14112,,,
StopPoint:OM12991,Vallon de la Gazelle,1,,5.346304,43.407093,0,StopArea:CTP-OM14112,,,
StopPoint:OM12992,Chêne Vert,1,,5.354544,43.407555,0,StopArea:CTP-OM14112,,,
StopPoint:OM12993,Cimetière Nord,1,,5.355241,43.405575,0,StopArea:CTP-OM14112,,,
StopPoint:OM12994,Cimetière Sud,1,,5.356299,43.404341,0,StopArea:CTP-OM14112,,,
StopPoint:OM12995,Bedoule Sauze,1,,5.357097,43.402646,0,StopArea:CTP-OM14112,,,
StopPoint:OM13045,Eugène Michel,1,,5.355222,43.399541,0,StopArea:CTP-OM14112,,,
StopPoint:OM13046,Transformateur,1,,5.35194,43.395587,0,StopArea:CTP-OM14112,,,
StopPoint:OM13047,Les Tourelles,1,,5.351664,43.393391,0,StopArea:CTP-OM14112,,,
StopPoint:OM12950,La Gavotte Peyret,1,,5.352011,43.389662,0,StopArea:CTP-OM14112,,,
StopPoint:OM13151,Langevin Wallon,1,,5.351945,43.386539,0,StopArea:CTP-OM14112,,,
StopPoint:OM12996,Traverse des Fraises,1,,5.350444,43.383021,0,StopArea:CTP-OM14112,,,
StopPoint:OM14271,L'Oliveraie,1,,5.354205,43.38028,0,StopArea:CTP-OM14112,,,
StopPoint:OM13982,Les Fabrettes,1,,5.35734,43.379657,0,StopArea:CTP-OM14112,,,
StopPoint:OM13989,Hôpital Nord,1,,5.362726,43.377271,0,StopArea:CTP-OM14112,,,
StopPoint:OM14144,Pont du Canal,1,,5.372459,43.371799,0,StopArea:CTP-OM14112,,,
StopPoint:OM12967,Les Peyrards Placette,1,,5.377068,43.37131,0,StopArea:CTP-OM14112,,,
StopPoint:OM12997,Les Peyrards Corradi,1,,5.38196,43.373591,0,StopArea:CTP-OM14112,,,
StopPoint:OM12998,Les Peyrards Chasseurs,1,,5.380284,43.371983,0,StopArea:CTP-OM14112,,,
StopPoint:OM12999,Les Peyrards Placette,1,,5.376979,43.371258,0,StopArea:CTP-OM14112,,,
StopPoint:OM14145,Pont du Canal,1,,5.372305,43.371912,0,StopArea:CTP-OM14112,,,
StopPoint:OM12405,Métro la Timone,1,,5.400544,43.291373,0,StopArea:CTP-OM14112,,,
StopPoint:OM11231,C.H.U Timone,1,,5.402474,43.291777,0,StopArea:CTP-OM14112,,,
StopPoint:OM11232,Saint-Pierre Godchot,1,,5.406859,43.291589,0,StopArea:CTP-OM14112,,,
StopPoint:OM11233,Saint-Pierre Sainte-Therese,1,,5.410239,43.291484,0,StopArea:CTP-OM14112,,,
StopPoint:OM13091,Saint-Pierre,1,,5.413385,43.291627,0,StopArea:CTP-OM14112,,,
StopPoint:OM11158,Saint-Pierre Petite Porte,1,,5.419968,43.290414,0,StopArea:CTP-OM14112,,,
StopPoint:OM11159,Saint-Pierre Jeannette,1,,5.422792,43.290513,0,StopArea:CTP-OM14112,,,
StopPoint:OM11160,Lombard Parette,1,,5.427087,43.289346,0,StopArea:CTP-OM14112,,,
StopPoint:OM11161,Lombard Bezombes,1,,5.429915,43.288824,0,StopArea:CTP-OM14112,,,
StopPoint:OM11162,Lombard Rebattu,1,,5.43291,43.288882,0,StopArea:CTP-OM14112,,,
StopPoint:OM11163,Lombard Mireille Lauze,1,,5.437015,43.289213,0,StopArea:CTP-OM14112,,,
StopPoint:OM11164,Allard Mireille Lauze,1,,5.438643,43.289274,0,StopArea:CTP-OM14112,,,
StopPoint:OM11165,La Pomme Église,1,,5.442041,43.290201,0,StopArea:CTP-OM14112,,,
StopPoint:OM11166,La Pomme Campanules,1,,5.443784,43.291248,0,StopArea:CTP-OM14112,,,
StopPoint:OM11167,Follereau la Pomme,1,,5.445751,43.293008,0,StopArea:CTP-OM14112,,,
StopPoint:OM11168,Les Caillols (Centre Urbain),1,,5.445142,43.294725,0,StopArea:CTP-OM14112,,,
StopPoint:OM1929,Booth Lecache,1,,5.446974,43.295814,0,StopArea:CTP-OM14112,,,
StopPoint:OM12624,Lecache les Comtes,1,,5.448706,43.295278,0,StopArea:CTP-OM14112,,,
StopPoint:OM11169,Clairval les Comtes,1,,5.451055,43.293421,0,StopArea:CTP-OM14112,,,
StopPoint:OM11170,H.L.M Rouguière,1,,5.454724,43.293207,0,StopArea:CTP-OM14112,,,
StopPoint:OM11171,La Rouguière,1,,5.459496,43.29198,0,StopArea:CTP-OM14112,,,
StopPoint:OM11172,Cartonnerie,1,,5.46366,43.290007,0,StopArea:CTP-OM14112,,,
StopPoint:OM11173,Petit Saint-Marcel,1,,5.465996,43.289264,0,StopArea:CTP-OM14112,,,
StopPoint:OM1641,La Sablière la Montre,1,,5.473723,43.290559,0,StopArea:CTP-OM14112,,,
StopPoint:OM1642,La Sablière Saint-Menet,1,,5.479152,43.291677,0,StopArea:CTP-OM14112,,,
StopPoint:OM1643,La Sablière la Ravelle,1,,5.480657,43.293981,0,StopArea:CTP-OM14112,,,
StopPoint:OM1644,La Valentine,1,,5.483523,43.296622,0,StopArea:CTP-OM14112,,,
StopPoint:OM11174,L'Audience,1,,5.486848,43.295967,0,StopArea:CTP-OM14112,,,
StopPoint:OM11175,Collège Le Ruissatel,1,,5.489336,43.295759,0,StopArea:CTP-OM14112,,,
StopPoint:OM12811,Camoins Visitation,1,,5.492464,43.296674,0,StopArea:CTP-OM14112,,,
StopPoint:OM11176,Les Accates,1,,5.497127,43.2975,0,StopArea:CTP-OM14112,,,
StopPoint:OM11177,Les Quatre Saisons,1,,5.501873,43.299626,0,StopArea:CTP-OM14112,,,
StopPoint:OM11178,Camoins les Bains,1,,5.503923,43.301068,0,StopArea:CTP-OM14112,,,
StopPoint:OM11179,Camoins les Clos,1,,5.507176,43.301107,0,StopArea:CTP-OM14112,,,
StopPoint:OM11214,Les Camoins,1,,5.508961,43.301288,0,StopArea:CTP-OM14112,,,
StopPoint:OM11180,Camoins Montée d'Eoures,1,,5.510565,43.300935,0,StopArea:CTP-OM14112,,,
StopPoint:OM11181,Eoures Saint-Roch,1,,5.514171,43.300235,0,StopArea:CTP-OM14112,,,
StopPoint:OM11182,Eoures Notre-Dame,1,,5.518513,43.300386,0,StopArea:CTP-OM14112,,,
StopPoint:OM11183,Eoures Village,1,,5.520821,43.301145,0,StopArea:CTP-OM14112,,,
StopPoint:OM11184,Eoures Cigales,1,,5.523135,43.30113,0,StopArea:CTP-OM14112,,,
StopPoint:OM11185,Eoures,1,,5.526125,43.301311,0,StopArea:CTP-OM14112,,,
StopPoint:OM11186,Eoures Cigales,1,,5.523094,43.301284,0,StopArea:CTP-OM14112,,,
StopPoint:OM11187,Eoures Village,1,,5.520347,43.301258,0,StopArea:CTP-OM14112,,,
StopPoint:OM11188,Eoures Notre-Dame,1,,5.518311,43.300518,0,StopArea:CTP-OM14112,,,
StopPoint:OM11189,Eoures Saint-Roch,1,,5.51412,43.300435,0,StopArea:CTP-OM14112,,,
StopPoint:OM13167,Place du Monument,1,,5.510587,43.301176,0,StopArea:CTP-OM14112,,,
StopPoint:OM11191,Camoins les Clos,1,,5.50695,43.301258,0,StopArea:CTP-OM14112,,,
StopPoint:OM11192,Camoins les Bains,1,,5.503615,43.301059,0,StopArea:CTP-OM14112,,,
StopPoint:OM11193,Les Quatre Saisons,1,,5.501836,43.299843,0,StopArea:CTP-OM14112,,,
StopPoint:OM11194,Les Accates,1,,5.49644,43.297556,0,StopArea:CTP-OM14112,,,
StopPoint:OM12812,Camoins Visitation,1,,5.492286,43.297012,0,StopArea:CTP-OM14112,,,
StopPoint:OM11195,Collège Le Ruissatel,1,,5.488335,43.295689,0,StopArea:CTP-OM14112,,,
StopPoint:OM11196,L'Audience,1,,5.486422,43.296276,0,StopArea:CTP-OM14112,,,
StopPoint:OM1634,La Valentine,1,,5.482873,43.296452,0,StopArea:CTP-OM14112,,,
StopPoint:OM1635,La Sablière la Ravelle,1,,5.478954,43.292097,0,StopArea:CTP-OM14112,,,
StopPoint:OM1636,La Sablière,1,,5.477635,43.290733,0,StopArea:CTP-OM14112,,,
StopPoint:OM1637,La Sablière la Montre,1,,5.474466,43.290636,0,StopArea:CTP-OM14112,,,
StopPoint:OM11197,La Montre,1,,5.472325,43.29087,0,StopArea:CTP-OM14112,,,
StopPoint:OM11198,Petit Saint-Marcel,1,,5.466295,43.289346,0,StopArea:CTP-OM14112,,,
StopPoint:OM11199,Cartonnerie,1,,5.462818,43.290814,0,StopArea:CTP-OM14112,,,
StopPoint:OM11200,La Rouguière,1,,5.459038,43.292398,0,StopArea:CTP-OM14112,,,
StopPoint:OM11201,H.L.M Rouguière,1,,5.454967,43.293371,0,StopArea:CTP-OM14112,,,
StopPoint:OM11202,Clairval les Comtes,1,,5.451401,43.293681,0,StopArea:CTP-OM14112,,,
StopPoint:OM12625,Lecache les Comtes,1,,5.449112,43.295276,0,StopArea:CTP-OM14112,,,
StopPoint:OM1926,Booth Lecache,1,,5.447097,43.296035,0,StopArea:CTP-OM14112,,,
StopPoint:OM11203,Les Caillols (Centre Urbain),1,,5.444994,43.294945,0,StopArea:CTP-OM14112,,,
StopPoint:OM11204,Follereau la Pomme,1,,5.445471,43.292836,0,StopArea:CTP-OM14112,,,
StopPoint:OM11205,La Pomme Campanules,1,,5.442192,43.291159,0,StopArea:CTP-OM14112,,,
StopPoint:OM11206,Gare de la Pomme,1,,5.439889,43.290695,0,StopArea:CTP-OM14112,,,
StopPoint:OM11207,Lombard Mireille Lauze,1,,5.436173,43.289363,0,StopArea:CTP-OM14112,,,
StopPoint:OM11208,Lombard Rebattu,1,,5.43319,43.289063,0,StopArea:CTP-OM14112,,,
StopPoint:OM11209,Lombard Bezombes,1,,5.429766,43.289017,0,StopArea:CTP-OM14112,,,
StopPoint:OM11210,Lombard Parette,1,,5.426105,43.290085,0,StopArea:CTP-OM14112,,,
StopPoint:OM11211,Saint-Pierre Jeannette,1,,5.42221,43.290673,0,StopArea:CTP-OM14112,,,
StopPoint:OM11212,Saint-Pierre Petite Porte,1,,5.420174,43.290588,0,StopArea:CTP-OM14112,,,
StopPoint:OM13092,Saint-Pierre,1,,5.413194,43.291813,0,StopArea:CTP-OM14112,,,
StopPoint:OM11250,Saint-Pierre Sainte-Therese,1,,5.409561,43.29171,0,StopArea:CTP-OM14112,,,
StopPoint:OM11251,Saint-Pierre Godchot,1,,5.405654,43.291623,0,StopArea:CTP-OM14112,,,
StopPoint:OM11252,C.H.U Timone,1,,5.401994,43.29224,0,StopArea:CTP-OM14112,,,
StopPoint:OM12408,Métro la Timone,1,,5.399517,43.290575,0,StopArea:CTP-OM14112,,,
StopPoint:OM14010,Les Fabrettes,1,,5.357049,43.379499,0,StopArea:CTP-OM14112,,,
StopPoint:OM14272,L'Oliveraie,1,,5.354633,43.37998,0,StopArea:CTP-OM14112,,,
StopPoint:OM13000,Traverse des Fraises,1,,5.350591,43.38299,0,StopArea:CTP-OM14112,,,
StopPoint:OM14273,Langevin Wallon,1,,5.352292,43.386107,0,StopArea:CTP-OM14112,,,
StopPoint:OM12963,La Gavotte Peyret,1,,5.352362,43.389642,0,StopArea:CTP-OM14112,,,
StopPoint:OM13042,Les Tourelles,1,,5.351806,43.393279,0,StopArea:CTP-OM14112,,,
StopPoint:OM13043,Transformateur,1,,5.352435,43.396085,0,StopArea:CTP-OM14112,,,
StopPoint:OM13044,Eugène Michel,1,,5.355562,43.39943,0,StopArea:CTP-OM14112,,,
StopPoint:OM14274,Bedoule Sauze,1,,5.357319,43.402639,0,StopArea:CTP-OM14112,,,
StopPoint:OM14275,Cimetière Sud,1,,5.356467,43.404264,0,StopArea:CTP-OM14112,,,
StopPoint:OM14276,Cimetière Nord,1,,5.355305,43.405619,0,StopArea:CTP-OM14112,,,
StopPoint:OM14277,Chêne Vert,1,,5.354838,43.407295,0,StopArea:CTP-OM14112,,,
StopPoint:OM14278,Vallon de la Gazelle,1,,5.346379,43.406875,0,StopArea:CTP-OM14112,,,
StopPoint:OM14279,Castors Isabella,1,,5.347854,43.405602,0,StopArea:CTP-OM14112,,,
StopPoint:OM12990,Castors Isabella Sud,1,,5.351196,43.403719,0,StopArea:CTP-OM14112,,,
StopPoint:OM12961,École Castors Isabella,1,,5.353568,43.402618,0,StopArea:CTP-OM14112,,,
StopPoint:OM14280,ZA de la Haute Bedoule,1,,5.356431,43.403105,0,StopArea:CTP-OM14112,,,
StopPoint:OM13001,Grand Pavois,1,,5.359098,43.403729,0,StopArea:CTP-OM14112,,,
StopPoint:OM13002,Place Barbusse,1,,5.364597,43.407336,0,StopArea:CTP-OM14112,,,
StopPoint:OM13003,Mandela École,1,,5.367832,43.409017,0,StopArea:CTP-OM14112,,,
StopPoint:OM14146,Mandela Creche,1,,5.370929,43.410207,0,StopArea:CTP-OM14112,,,
StopPoint:OM12954,Les Peyrets Fabregoules,1,,5.372024,43.410456,0,StopArea:CTP-OM14112,,,
StopPoint:OM13004,Collège Ferrandi,1,,5.371017,43.406742,0,StopArea:CTP-OM14112,,,
StopPoint:OM13005,Septème Gare,1,,5.369871,43.401392,0,StopArea:CTP-OM14112,,,
StopPoint:OM14281,Septèmes Nord,1,,5.369486,43.400877,0,StopArea:CTP-OM14112,,,
StopPoint:OM13199,Septèmes Centre,1,,5.366317,43.398565,0,StopArea:CTP-OM14112,,,
StopPoint:OM13013,Septèmes Sud,1,,5.365962,43.39624,0,StopArea:CTP-OM14112,,,
StopPoint:OM13014,La Rougière,1,,5.362968,43.390736,0,StopArea:CTP-OM14112,,,
StopPoint:OM13015,Notre-Dame Fasano,1,,5.361517,43.389211,0,StopArea:CTP-OM14112,,,
StopPoint:OM12956,Notre-Dame Limite,1,,5.358465,43.384598,0,StopArea:CTP-OM14112,,,
StopPoint:OM14282,Hôpital Edouard Toulouse,1,,5.358348,43.38216,0,StopArea:CTP-OM14112,,,
StopPoint:OM11215,La Treille Campagne,1,,5.505948,43.303841,0,StopArea:CTP-OM14112,,,
StopPoint:OM11216,La Treille Thermal,1,,5.506517,43.305668,0,StopArea:CTP-OM14112,,,
StopPoint:OM11217,La Treille Camoins,1,,5.508393,43.307303,0,StopArea:CTP-OM14112,,,
StopPoint:OM11218,La Treille Pluvence,1,,5.509866,43.308114,0,StopArea:CTP-OM14112,,,
StopPoint:OM11219,La Treille,1,,5.512487,43.311418,0,StopArea:CTP-OM14112,,,
StopPoint:OM12139,La Treille,1,,5.512508,43.311571,0,StopArea:CTP-OM14112,,,
StopPoint:OM11220,La Treille Pluvence,1,,5.509573,43.308159,0,StopArea:CTP-OM14112,,,
StopPoint:OM11221,La Treille Camoins,1,,5.508115,43.30741,0,StopArea:CTP-OM14112,,,
StopPoint:OM11222,La Treille Thermal,1,,5.506374,43.305978,0,StopArea:CTP-OM14112,,,
StopPoint:OM11223,La Treille Campagne,1,,5.505928,43.304372,0,StopArea:CTP-OM14112,,,
StopPoint:OM11633,Saint-Loup Pagnol,1,,5.432819,43.283093,0,StopArea:CTP-OM14112,,,
StopPoint:OM1728,Métro la Rose,1,,5.429571,43.333159,0,StopArea:CTP-OM14112,,,
StopPoint:OM13937,Les Vieux Cyprès,1,,5.434654,43.336634,0,StopArea:CTP-OM14112,,,
StopPoint:OM13938,Einstein Monnet,1,,5.440063,43.338981,0,StopArea:CTP-OM14112,,,
StopPoint:OM13939,Einstein Athéna,1,,5.443231,43.341039,0,StopArea:CTP-OM14112,,,
StopPoint:OM13940,Collège Malraux,1,,5.445016,43.342431,0,StopArea:CTP-OM14112,,,
StopPoint:OM13941,Einstein Parking Relais,1,,5.448375,43.3455,0,StopArea:CTP-OM14112,,,
StopPoint:OM1724,Bara Bessons,1,,5.448644,43.347727,0,StopArea:CTP-OM14112,,,
StopPoint:OM13874,Bara Val de Gray,1,,5.445187,43.348968,0,StopArea:CTP-OM14112,,,
StopPoint:OM1725,Bara la Croix,1,,5.444588,43.349274,0,StopArea:CTP-OM14112,,,
StopPoint:OM1726,Bara Prats,1,,5.442068,43.350983,0,StopArea:CTP-OM14112,,,
StopPoint:OM1727,Place des Héros,1,,5.440473,43.351587,0,StopArea:CTP-OM14112,,,
StopPoint:OM1680,Palama Château Gombert,1,,5.43783,43.352382,0,StopArea:CTP-OM14112,,,
StopPoint:OM1681,Château Gombert,1,,5.438251,43.353333,0,StopArea:CTP-OM14112,,,
StopPoint:OM14160,Château Gombert,1,,5.438062,43.353248,0,StopArea:CTP-OM14112,,,
StopPoint:OM1718,Palama Château Gombert,1,,5.437605,43.352326,0,StopArea:CTP-OM14112,,,
StopPoint:OM1717,Place des Héros,1,,5.439435,43.351761,0,StopArea:CTP-OM14112,,,
StopPoint:OM1720,Bara Prats,1,,5.440802,43.351281,0,StopArea:CTP-OM14112,,,
StopPoint:OM1721,Bara la Croix,1,,5.443113,43.350261,0,StopArea:CTP-OM14112,,,
StopPoint:OM13875,Bara Val de Gray,1,,5.445114,43.348837,0,StopArea:CTP-OM14112,,,
StopPoint:OM1722,Bara Bessons,1,,5.446877,43.348084,0,StopArea:CTP-OM14112,,,
StopPoint:OM13942,Einstein Parking Relais,1,,5.448303,43.345524,0,StopArea:CTP-OM14112,,,
StopPoint:OM13943,Collège Malraux,1,,5.44497,43.342464,0,StopArea:CTP-OM14112,,,
StopPoint:OM13944,Einstein Athéna,1,,5.443134,43.341096,0,StopArea:CTP-OM14112,,,
StopPoint:OM13945,Einstein Monnet,1,,5.440054,43.339045,0,StopArea:CTP-OM14112,,,
StopPoint:OM13946,Les Vieux Cyprès,1,,5.434543,43.336688,0,StopArea:CTP-OM14112,,,
StopPoint:OM13558,Métro Fourragère,1,,5.423375,43.303962,0,StopArea:CTP-OM14112,,,
StopPoint:OM1915,Caillols la Fourragère,1,,5.427643,43.303772,0,StopArea:CTP-OM14112,,,
StopPoint:OM1952,Les Borromées,1,,5.430836,43.300884,0,StopArea:CTP-OM14112,,,
StopPoint:OM1953,Résidence Valvert,1,,5.430118,43.299672,0,StopArea:CTP-OM14112,,,
StopPoint:OM1954,Le Vendôme,1,,5.431282,43.298416,0,StopArea:CTP-OM14112,,,
StopPoint:OM1955,Fourragère Désert,1,,5.433932,43.297341,0,StopArea:CTP-OM14112,,,
StopPoint:OM12901,Désert Gazelles,1,,5.434999,43.297378,0,StopArea:CTP-OM14112,,,
StopPoint:OM1957,Bellevue,1,,5.436389,43.298377,0,StopArea:CTP-OM14112,,,
StopPoint:OM1958,Centre Social,1,,5.438044,43.297781,0,StopArea:CTP-OM14112,,,
StopPoint:OM1959,Bastide Basse,1,,5.439698,43.299226,0,StopArea:CTP-OM14112,,,
StopPoint:OM1960,Bastide Cazaulx,1,,5.44049,43.297719,0,StopArea:CTP-OM14112,,,
StopPoint:OM1961,Mairie 11-12,1,,5.442714,43.29672,0,StopArea:CTP-OM14112,,,
StopPoint:OM13181,Les Caillols (Centre Urbain),1,,5.444415,43.294911,0,StopArea:CTP-OM14112,,,
StopPoint:OM1930,Booth la Moularde,1,,5.448611,43.296711,0,StopArea:CTP-OM14112,,,
StopPoint:OM11238,Les Cigalons,1,,5.45212,43.29875,0,StopArea:CTP-OM14112,,,
StopPoint:OM11239,Collet des Comtes,1,,5.455075,43.299213,0,StopArea:CTP-OM14112,,,
StopPoint:OM11240,Les Libérateurs,1,,5.457904,43.299607,0,StopArea:CTP-OM14112,,,
StopPoint:OM11241,La Rouguière,1,,5.459302,43.297696,0,StopArea:CTP-OM14112,,,
StopPoint:OM11242,Les Caillols Hôpital,1,,5.459976,43.297866,0,StopArea:CTP-OM14112,,,
StopPoint:OM11243,Les Libérateurs,1,,5.457803,43.29979,0,StopArea:CTP-OM14112,,,
StopPoint:OM11244,Collet des Comtes,1,,5.454896,43.299308,0,StopArea:CTP-OM14112,,,
StopPoint:OM11245,Les Cigalons,1,,5.451894,43.2989,0,StopArea:CTP-OM14112,,,
StopPoint:OM1925,Booth la Moularde,1,,5.448549,43.296929,0,StopArea:CTP-OM14112,,,
StopPoint:OM1962,Mairie 11-12,1,,5.442587,43.296876,0,StopArea:CTP-OM14112,,,
StopPoint:OM1963,Bastide Cazaulx,1,,5.440263,43.298301,0,StopArea:CTP-OM14112,,,
StopPoint:OM1964,Bastide Basse,1,,5.439956,43.299452,0,StopArea:CTP-OM14112,,,
StopPoint:OM1965,Centre Social,1,,5.437677,43.297593,0,StopArea:CTP-OM14112,,,
StopPoint:OM1966,Bellevue,1,,5.436019,43.298369,0,StopArea:CTP-OM14112,,,
StopPoint:OM1968,La Fourragère Désert,1,,5.434167,43.297578,0,StopArea:CTP-OM14112,,,
StopPoint:OM1969,Le Vendôme,1,,5.431391,43.298611,0,StopArea:CTP-OM14112,,,
StopPoint:OM1970,Résidence Valvert,1,,5.430494,43.299572,0,StopArea:CTP-OM14112,,,
StopPoint:OM1971,Les Borromées,1,,5.431182,43.301126,0,StopArea:CTP-OM14112,,,
